Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Age],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""76""","""Brazil""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,6.42613,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""384""","""C“te d'Ivoire""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,8.85908,4.9,,,,,3.22594,,,,1.46607,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""203""","""Czechia""","""PER_POP_U5""","""<5Y""","""G""",,4.4,,,,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""408""","""Democratic People's Republic of Korea""","""PER_POP_U5""","""<5Y""","""G""",,,0.9,,,,,,,0,,,,,,,,2.3,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""199""","""Least Developed Countries (LDCs)""","""PER_POP_U5""","""<5Y""","""G""",2.24963,,,,,2.62262,,,,,3.05552,,,,,3.55726,,,3.89548
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""422""","""Lebanon""","""PER_POP_U5""","""<5Y""","""G""",,,,,16.7,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""426""","""Lesotho""","""PER_POP_U5""","""<5Y""","""G""",21.02093,,,,6.65926,,,,,7.3319,,,,,7.477,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""96""","""Brunei Darussalam""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,,,8.3,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""100""","""Bulgaria""","""PER_POP_U5""","""<5Y""","""G""",,,,,13.6,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""854""","""Burkina Faso""","""PER_POP_U5""","""<5Y""","""G""",,,,5.44989,,,6.98416,,,,2.77706,0.7318,0.56864,0.8,1.14268,,1.21402,1.65416,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""180""","""Democratic Republic of the Congo""","""PER_POP_U5""","""<5Y""","""G""",,6.46222,,,,,,7.03976,,,4.66867,,,4.44749,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""262""","""Djibouti""","""PER_POP_U5""","""<5Y""","""G""",,,8.38187,,,,,,,,,,8.14291,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""214""","""Dominican Republic""","""PER_POP_U5""","""<5Y""","""G""",6.85454,,8.62814,,,,7.4,8.30126,,,,,,7.62007,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""108""","""Burundi""","""PER_POP_U5""","""<5Y""","""G""",1.51688,,,,,,,,,,2.88468,,,,,,1.36364,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""116""","""Cambodia""","""PER_POP_U5""","""<5Y""","""G""",4.00374,,,,,1.62615,,,2.00719,,1.88087,,,,2.22991,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""753""","""Eastern and South-Eastern Asia""","""PER_POP_U5""","""<5Y""","""G""",5.15734,,,,,5.45481,,,,,5.90093,,,,,6.45161,,,6.85162
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""30""","""Eastern Asia""","""PER_POP_U5""","""<5Y""","""G""",6.38349,,,,,6.36608,,,,,6.34871,,,,,6.33139,,,6.32101
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""218""","""Ecuador""","""PER_POP_U5""","""<5Y""","""G""",,,,,5.2882,,5.20939,,,,,,7.52596,,8.049,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""818""","""Egypt""","""PER_POP_U5""","""<5Y""","""G""",,,,9.16357,,14.09413,,,20.43213,,,,,,15.67853,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""222""","""El Salvador""","""PER_POP_U5""","""<5Y""","""G""",,,,5.77155,,,,,5.67731,,,,,,6.38369,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""226""","""Equatorial Guinea""","""PER_POP_U5""","""<5Y""","""G""",13.94786,,,,8.3,,,,,,,9.7,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""232""","""Eritrea""","""PER_POP_U5""","""<5Y""","""G""",,,1.63494,,,,,,,,1.9826,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""748""","""Eswatini""","""PER_POP_U5""","""<5Y""","""G""",14.92974,,,,,,11.112,,,,10.68074,,,,8.99047,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""231""","""Ethiopia""","""PER_POP_U5""","""<5Y""","""G""",1.97487,,,,,5.06798,,,,,,1.84567,,,2.6,,2.91844,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""242""","""Fiji""","""PER_POP_U5""","""<5Y""","""G""",,,,,5.1,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""266""","""Gabon""","""PER_POP_U5""","""<5Y""","""G""",5.52348,,,,,,,,,,,,7.70872,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""270""","""Gambia""","""PER_POP_U5""","""<5Y""","""G""",2.95892,,,,,,2.71846,,,,1.91537,,1.14665,3.18888,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""268""","""Georgia""","""PER_POP_U5""","""<5Y""","""G""",,,,,,20.8482,,,,19.9,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""276""","""Germany""","""PER_POP_U5""","""<5Y""","""G""",,,,,,3.5,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""288""","""Ghana""","""PER_POP_U5""","""<5Y""","""G""",,,,4.45367,,,2.58991,,5.6855,,,2.51285,,,2.6366,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""320""","""Guatemala""","""PER_POP_U5""","""<5Y""","""G""",7.34553,,5.16312,,,,,,,4.9,,,,,,4.94444,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""324""","""Guinea""","""PER_POP_U5""","""<5Y""","""G""",,,,,,5.17653,,,,,,3.07082,3.78234,,,,3.99076,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""430""","""Liberia""","""PER_POP_U5""","""<5Y""","""G""",4.6,,,,,,,4.19239,,,,,,3.19641,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""434""","""Libya""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,22.4,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""450""","""Madagascar""","""PER_POP_U5""","""<5Y""","""G""",,,,,6.22073,,,,,,,,,1.07171,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""624""","""Guinea-Bissau""","""PER_POP_U5""","""<5Y""","""G""",5.03487,,,,,,16.91155,,,,3.2,,,,2.32551,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""328""","""Guyana""","""PER_POP_U5""","""<5Y""","""G""",5.52355,,,,,,6.81687,,,6.72356,,,,,5.25346,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""454""","""Malawi""","""PER_POP_U5""","""<5Y""","""G""",8.84713,,,,10.15164,,11.30464,,,4.9,9.02825,,,,5.05859,4.58692,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""458""","""Malaysia""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,,,,,,,,,7.1,6,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""332""","""Haiti""","""PER_POP_U5""","""<5Y""","""G""",3.05944,,,,,,3.88039,,,,,,3.6168,,,,,3.37124,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""340""","""Honduras""","""PER_POP_U5""","""<5Y""","""G""",,3.00231,,,,,5.77808,,,,,,5.15266,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""462""","""Maldives""","""PER_POP_U5""","""<5Y""","""G""",,3.9,,,,,,,,6.13097,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""466""","""Mali""","""PER_POP_U5""","""<5Y""","""G""",,3.09497,,,,,4.65422,,,,1.00909,,,,,1.93837,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""584""","""Marshall Islands""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,,,,,,,,,,,4.08511,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""478""","""Mauritania""","""PER_POP_U5""","""<5Y""","""G""",3.82054,,,,,,,2.31834,1,,,3.07919,1.2,,,1.28528,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""484""","""Mexico""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,7.46504,,,,,,9.00097,,,5.20324,5.3131,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""496""","""Mongolia""","""PER_POP_U5""","""<5Y""","""G""",12.66518,,,,6.1,14.16476,,,,,6.66285,,,10.48802,,,11.70371,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""499""","""Montenegro""","""PER_POP_U5""","""<5Y""","""G""",,,,,,15.5755,,,,,,,,22.30249,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""356""","""India""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,1.90795,,,,,,,,,2.40632,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""360""","""Indonesia""","""PER_POP_U5""","""<5Y""","""G""",1.5,1.5,,,5.1,,,11.2,,,12.3,,,11.5,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""368""","""Iraq""","""PER_POP_U5""","""<5Y""","""G""",5.53434,,,,,,14.9647,,,,,11.3594,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""388""","""Jamaica""","""PER_POP_U5""","""<5Y""","""G""",7.32763,5.76075,8.49467,,7.47169,,6.12324,8.74297,7.70625,,4.06697,,7.78053,,8.2965,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""688""","""Serbia""","""PER_POP_U5""","""<5Y""","""G""",,,,,,19.29162,,,,,15.60179,,,,13.88475,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""690""","""Seychelles""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,,,,,,10.2,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""694""","""Sierra Leone""","""PER_POP_U5""","""<5Y""","""G""",4.78963,,,,,5.93638,,,10.0955,,9.37758,,,8.75344,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""702""","""Singapore""","""PER_POP_U5""","""<5Y""","""G""",2.6,,,,,,,,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""90""","""Solomon Islands""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,2.5,,,,,,,,4.51012,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""706""","""Somalia""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,4.70165,,,2.96979,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""710""","""South Africa""","""PER_POP_U5""","""<5Y""","""G""",,,,,16.71857,,,,13.30669,,,,17.15279,,,,13.27387,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""728""","""South Sudan""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,10.9,,,,5.81275,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""35""","""South-Eastern Asia""","""PER_POP_U5""","""<5Y""","""G""",3.15884,,,,,4.05852,,,,,5.20068,,,,,6.64202,,,7.67705
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""34""","""Southern Asia""","""PER_POP_U5""","""<5Y""","""G""",2.55848,,,,,2.70119,,,,,2.85162,,,,,3.01017,,,3.10937
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""144""","""Sri Lanka""","""PER_POP_U5""","""<5Y""","""G""",1,,,,,,,1.6,,0.8,,,0.6,,,,2,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""275""","""State of Palestine""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,11.42841,,,5.31268,,,,8.15055,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""202""","""Sub-Saharan Africa""","""PER_POP_U5""","""<5Y""","""G""",4.3889,,,,,4.21887,,,,,4.0683,,,,,3.94305,,,3.87107
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""504""","""Morocco""","""PER_POP_U5""","""<5Y""","""G""",,,,13.31161,,,,,,,,10.75889,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""508""","""Mozambique""","""PER_POP_U5""","""<5Y""","""G""",,8.84497,,6.29872,,,,,3.62634,,,7.84399,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""104""","""Myanmar""","""PER_POP_U5""","""<5Y""","""G""",2.39284,,,2.4,,,,,,2.6,,,,,,,1.50618,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""516""","""Namibia""","""PER_POP_U5""","""<5Y""","""G""",3.28596,,,,,,,4.66801,,,,,,3.9992,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""520""","""Nauru""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,,2.8,,,,,,,,,,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""524""","""Nepal""","""PER_POP_U5""","""<5Y""","""G""",,0.66934,,,,,0.61477,,,,,1.54961,,,2.11822,,1.17459,,
"""2""","""2.2""","""2.2.2""","""SH_STA_OVRWGT""","""Proportion of children moderately or severely overweight (%)""","""729""","""Sudan""","""PER_POP_U5""","""<5Y""","""G""",,,,,,,4.2,,,,1.52787,,,,2.96816,,,,
