Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Age],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),68,Bolivia (Plurinational State of),PER_POP_U5,<5Y,G,,,,1.75,,,,,1.41,,,,1.6,,,,1.97,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),458,Malaysia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,8,11.5,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),462,Maldives,PER_POP_U5,<5Y,G,,13.4,,,,,,,,10.78,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),466,Mali,PER_POP_U5,<5Y,G,,12.58,,,,,15.45,,,,9.05,,,,,13.49,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),740,Suriname,PER_POP_U5,<5Y,G,6.96,,,,,,4.92,,,,5.78,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),760,Syrian Arab Republic,PER_POP_U5,<5Y,G,4.9,10.3,,,,,10.27,,,11.52,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),70,Bosnia and Herzegovina,PER_POP_U5,<5Y,G,7.36,,,,,,4.03,,,,,,2.35,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),72,Botswana,PER_POP_U5,<5Y,G,5.91,,,,,,,7.2,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),76,Brazil,PER_POP_U5,<5Y,G,,,,,,,,1.83,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),96,Brunei Darussalam,PER_POP_U5,<5Y,G,,,,,,,,,,2.9,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),100,Bulgaria,PER_POP_U5,<5Y,G,,,,,3.2,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),854,Burkina Faso,PER_POP_U5,<5Y,G,,,,21.19,,,24.37,,,11.3,15.54,10.44,10.75,8.1,8.57,,7.53,8.65,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),762,Tajikistan,PER_POP_U5,<5Y,G,9.4,19.4,6.1,5.9,,8.69,,7.54,,4.3,,,9.9,,,,,5.57,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),764,Thailand,PER_POP_U5,<5Y,G,,,,,,,4.73,,,,,,6.71,,,,5.39,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),584,Marshall Islands,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,3.55,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),478,Mauritania,PER_POP_U5,<5Y,G,15.28,,,,,,,13.61,8.1,,,18.11,11.6,,,14.83,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),108,Burundi,PER_POP_U5,<5Y,G,9.9,,,,,9,,,,,5.98,,,,,,5.09,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),116,Cambodia,PER_POP_U5,<5Y,G,17.09,,,,,8.5,,,9.08,,11.03,,,,9.84,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),626,Timor-Leste,PER_POP_U5,<5Y,G,,,13.7,14.3,,,,24.5,,18.91,,,,10.53,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),768,Togo,PER_POP_U5,<5Y,G,,,,,,,16.52,,6,,5.1,,,,6.64,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),484,Mexico,PER_POP_U5,<5Y,G,,,,,,,2.02,,,,,,1.6,,,1.03,1.99,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),496,Mongolia,PER_POP_U5,<5Y,G,7.1,,,,0.6,2.71,,,,,1.86,,,0.99,,,1.27,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),120,Cameroon,PER_POP_U5,<5Y,G,,,,,6.23,,8.16,,,,,5.72,,,5.22,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),140,Central African Republic,PER_POP_U5,<5Y,G,10.41,,,,,,12.62,,,,8.3,,7.57,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),499,Montenegro,PER_POP_U5,<5Y,G,,,,,,4.23,,,,,,,,2.8,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),504,Morocco,PER_POP_U5,<5Y,G,,,,10.77,,,,,,,,2.3,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),508,Mozambique,PER_POP_U5,<5Y,G,,8.08,,5.42,,,,,4.19,,,6.15,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),776,Tonga,PER_POP_U5,<5Y,G,,,,,,,,,,,,,5.2,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),780,Trinidad and Tobago,PER_POP_U5,<5Y,G,5.22,,,,,,,,,,,6.4,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),788,Tunisia,PER_POP_U5,<5Y,G,2.9,,,,,,3.4,,,,,,3.28,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),62,Central and Southern Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,14.13
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),143,Central Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,3.58
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),148,Chad,PER_POP_U5,<5Y,G,13.88,,,,16.17,,,,,,19.38,,,,,13.3,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),792,Turkey,PER_POP_U5,<5Y,G,,,,,1.05,,,,0.99,,,,,1.85,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),795,Turkmenistan,PER_POP_U5,<5Y,G,7.1,,,,,,7.21,,,,,,,,,4.16,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),798,Tuvalu,PER_POP_U5,<5Y,G,,,,,,,,3.3,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),152,Chile,PER_POP_U5,<5Y,G,,0.5,0.5,0.5,0.5,,0.5,0.3,0.3,,,,,0.3,0.3,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),156,China,PER_POP_U5,<5Y,G,2.5,,3,,,2.9,,,2.6,2.6,2.3,,,1.9,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),104,Myanmar,PER_POP_U5,<5Y,G,10.69,,,10.7,,,,,,7.9,,,,,,,6.63,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),516,Namibia,PER_POP_U5,<5Y,G,10.04,,,,,,,7.56,,,,,,7.14,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),520,Nauru,PER_POP_U5,<5Y,G,,,,,,,,1,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),524,Nepal,PER_POP_U5,<5Y,G,,11.32,,,,,12.69,,,,,11.16,,,11.26,,9.64,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),558,Nicaragua,PER_POP_U5,<5Y,G,,2.32,,,0.3,,1.47,,,,,,2.15,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),800,Uganda,PER_POP_U5,<5Y,G,4.98,,,,,,6.2,,,,,4.65,4.75,,,,3.47,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),804,Ukraine,PER_POP_U5,<5Y,G,8.2,,,,,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),834,United Republic of Tanzania,PER_POP_U5,<5Y,G,,,,,3.55,,,,,2.88,4.88,6.3,,4.54,3.8,4.5,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),408,Democratic People's Republic of Korea,PER_POP_U5,<5Y,G,12.2,,8.7,,8.5,,,,,5.2,,,4,,,,,2.5,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),180,Democratic Republic of the Congo,PER_POP_U5,<5Y,G,,20.9,,,,,,10.36,,,10.65,,,8.13,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),562,Niger,PER_POP_U5,<5Y,G,16.22,,,,,,12.54,,,,,,18.23,,,,10.11,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),566,Nigeria,PER_POP_U5,<5Y,G,,,,11.22,,,,13.36,14.47,,,11.58,,18.06,7.9,7.2,10.79,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),840,United States of America,PER_POP_U5,<5Y,G,,0.4,,,,0.8,,,,0.5,,,0.5,,0.3,,0.4,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),858,Uruguay,PER_POP_U5,<5Y,G,,,2.4,2.8,3,,,2.5,,,,1.3,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),262,Djibouti,PER_POP_U5,<5Y,G,,,19.43,,,,,,,,,,21.6,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),214,Dominican Republic,PER_POP_U5,<5Y,G,1.49,,2.24,,,,1.9,2.3,,,,,,2.38,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),807,North Macedonia,PER_POP_U5,<5Y,G,,,,,,3.38,,,,,,1.82,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),15,Northern Africa,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,8.46
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),747,Northern Africa and Western Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,6.24
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),753,Eastern and South-Eastern Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,4.46
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),30,Eastern Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,1.75
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),218,Ecuador,PER_POP_U5,<5Y,G,,,,,2.03,,2.13,,,,,,2.37,,1.63,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),543,Oceania (exc. Australia and New Zealand),PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,9.36
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),512,Oman,PER_POP_U5,<5Y,G,,,,,,,,,,7.1,,,,,7.5,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),586,Pakistan,PER_POP_U5,<5Y,G,,14.2,,,,,,,,,,14.8,,10.46,,,,,7.1
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),860,Uzbekistan,PER_POP_U5,<5Y,G,,,9.02,,,,4.43,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),548,Vanuatu,PER_POP_U5,<5Y,G,,,,,,,,5.88,,,,,,4.4,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),862,Venezuela (Bolivarian Republic of),PER_POP_U5,<5Y,G,3.9,4.4,4.8,5.2,5.2,4.8,4.8,5,4.5,4.1,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),591,Panama,PER_POP_U5,<5Y,G,,,,1.64,,,,,1.25,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),598,Papua New Guinea,PER_POP_U5,<5Y,G,,,,,,4.4,,,,,14.06,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),600,Paraguay,PER_POP_U5,<5Y,G,,,,,,1.1,,,,,,,2.6,,,,0.96,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),818,Egypt,PER_POP_U5,<5Y,G,,,,5.24,,5.33,,,7.94,,,,,,9.49,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),222,El Salvador,PER_POP_U5,<5Y,G,,,,1.31,,,,,1.59,,,,,,2.14,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),704,Viet Nam,PER_POP_U5,<5Y,G,6.12,,8.9,10.9,11.3,10.7,9.9,10.1,9.7,,7.1,4.39,,6.6,6.8,6.4,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),145,Western Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,3.96
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),604,Peru,PER_POP_U5,<5Y,G,1.14,,,,,1.05,,,0.79,0.6,0.7,0.38,0.65,0.43,0.6,0.62,0.61,0.52,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),608,Philippines,PER_POP_U5,<5Y,G,,,,6,,,,,6.9,,,7.3,,7.9,,7.1,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),1,World,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,7.29
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),887,Yemen,PER_POP_U5,<5Y,G,,,,15.2,,,,,,,,13.3,,16.42,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),894,Zambia,PER_POP_U5,<5Y,G,,,6.21,,,,,5.59,,,,,,6.24,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),226,Equatorial Guinea,PER_POP_U5,<5Y,G,9.24,,,,2.8,,,,,,,3.1,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),232,Eritrea,PER_POP_U5,<5Y,G,,,15.02,,,,,,,,15.26,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),748,Eswatini,PER_POP_U5,<5Y,G,1.69,,,,,,2.89,,1.1,,1.08,,,,2,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),410,Republic of Korea,PER_POP_U5,<5Y,G,,,,0.9,,,,,,,1.2,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),498,Republic of Moldova,PER_POP_U5,<5Y,G,,,,,,5.9,,,,,,,1.91,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),642,Romania,PER_POP_U5,<5Y,G,4.3,3.9,3.5,,,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),646,Rwanda,PER_POP_U5,<5Y,G,8.69,,,,,4.88,,,,,2.91,,,,,1.96,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),662,Saint Lucia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,3.7,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),882,Samoa,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,3.87,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),231,Ethiopia,PER_POP_U5,<5Y,G,12.36,,,,,12.39,,,,,,9.78,,,8.7,,9.99,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),242,Fiji,PER_POP_U5,<5Y,G,,,,,6.3,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),266,Gabon,PER_POP_U5,<5Y,G,4.22,,,,,,,,,,,,3.45,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),678,Sao Tome and Principe,PER_POP_U5,<5Y,G,3.93,,,,,,9.6,,11.63,,,,,,4,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),682,Saudi Arabia,PER_POP_U5,<5Y,G,,,,,,11.8,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),686,Senegal,PER_POP_U5,<5Y,G,10.02,,,,,8.67,,,,,,9.81,8.7,9.05,5.88,7.79,7.14,9.01,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),270,Gambia,PER_POP_U5,<5Y,G,9.11,,,,,,7.37,,,,9.7,,9.56,11.04,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),268,Georgia,PER_POP_U5,<5Y,G,,,,,,2.99,,,,1.6,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),276,Germany,PER_POP_U5,<5Y,G,,,,,,1,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),288,Ghana,PER_POP_U5,<5Y,G,,,,8.39,,,5.97,,8.72,,,6.93,,,4.7,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),320,Guatemala,PER_POP_U5,<5Y,G,3.71,,1.93,,,,,,,1.1,,,,,,0.75,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),324,Guinea,PER_POP_U5,<5Y,G,,,,,,10.98,,8.3,,,,5.11,9.97,,,,8.09,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),624,Guinea-Bissau,PER_POP_U5,<5Y,G,11.78,,,,,,8.81,,,,5.8,,,,5.96,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),328,Guyana,PER_POP_U5,<5Y,G,12.1,,,,,,8.33,,,5.6,,,,,6.43,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),332,Haiti,PER_POP_U5,<5Y,G,5.53,,,,,,10.22,,,,,,5.14,,,,,3.72,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),340,Honduras,PER_POP_U5,<5Y,G,,1.26,,,,,1.36,,,,,,1.37,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),356,India,PER_POP_U5,<5Y,G,,,,,,,20.03,,,,,,,,15.1,20.79,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),360,Indonesia,PER_POP_U5,<5Y,G,5.5,5.4,,,14.4,,,14.8,,,12.3,,,13.5,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),688,Serbia,PER_POP_U5,<5Y,G,,,,,,4.5,,,,,3.51,,,,3.9,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),690,Seychelles,PER_POP_U5,<5Y,G,,,,,,,,,,,,,4.3,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),694,Sierra Leone,PER_POP_U5,<5Y,G,11.62,,,,,10.17,,,10.48,,10,,,9.46,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),702,Singapore,PER_POP_U5,<5Y,G,3.6,,,,,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),90,Solomon Islands,PER_POP_U5,<5Y,G,,,,,,,,4.3,,,,,,,,8.47,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),706,Somalia,PER_POP_U5,<5Y,G,19.3,,,,,,13.26,,,14.95,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),364,Iran (Islamic Republic of),PER_POP_U5,<5Y,G,,,,,4.8,,,,,,,4,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),368,Iraq,PER_POP_U5,<5Y,G,6.6,,,5.6,6.9,,5.79,,,,,6.5,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),710,South Africa,PER_POP_U5,<5Y,G,,,,,7.78,,,,4.79,,,,5.63,,,,2.45,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),728,South Sudan,PER_POP_U5,<5Y,G,,,,,,,24.6,,,,24.33,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),35,South-Eastern Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,8.67
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),388,Jamaica,PER_POP_U5,<5Y,G,3.03,3.21,2.36,,4.53,,3.69,2.67,2.51,,4.97,,2.96,,3.6,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),392,Japan,PER_POP_U5,<5Y,G,,,,,,,,,,,2.3,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),34,Southern Asia,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,14.6
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),144,Sri Lanka,PER_POP_U5,<5Y,G,15.5,,,,,,,14.7,,11.8,,,21.4,,,,15.1,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),275,State of Palestine,PER_POP_U5,<5Y,G,,,9.4,,,,,1.77,,,3.33,,,,1.19,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),400,Jordan,PER_POP_U5,<5Y,G,,,2.49,,,,,,,1.56,,,2.42,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),398,Kazakhstan,PER_POP_U5,<5Y,G,,,,,,,4.88,,,,4.06,,,,,3.1,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),404,Kenya,PER_POP_U5,<5Y,G,7.39,,,6.23,,6.95,,,,6.94,,,,,4.18,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),414,Kuwait,PER_POP_U5,<5Y,G,,2.2,2.2,2.6,3.4,3.3,2.8,3.6,2.2,1.8,2.4,1.7,2.4,2.7,2.4,3.1,,,
